latitude,longitude,distributor_raw,gestor_code,province_name,municipio,subestacion,voltage_kv,firm_capacity_mw,distributor_network,grid_status
38.25434841632306,-0.7590520173444091,i-DE,R1-001,Alicante,Elx/Elche,3532,132.0,0.0,i-DE,Congested
38.25434841632306,-0.7590520173444091,i-DE,R1-001,Alicante,Elx/Elche,3532,66.0,0.0,i-DE,Congested
38.612419330147326,-0.5878257482769754,i-DE,R1-001,Alicante,Ibi,3636,132.0,0.0,i-DE,Congested
38.612419330147326,-0.5878257482769754,i-DE,R1-001,Alicante,Ibi,3636,20.0,0.0,i-DE,Congested
38.612419330147326,-0.5878257482769754,i-DE,R1-001,Alicante,Ibi,3636,20.0,0.0,i-DE,Congested
38.77824740301918,0.1303825321519083,i-DE,R1-001,Alicante,Xàbia/Jávea,3612,132.0,0.0,i-DE,Congested
38.77824740301918,0.1303825321519083,i-DE,R1-001,Alicante,Xàbia/Jávea,3612,20.0,0.0,i-DE,Congested
38.77824740301918,0.1303825321519083,i-DE,R1-001,Alicante,Xàbia/Jávea,3612,20.0,0.0,i-DE,Congested
38.49218582672534,-0.4778274078879385,i-DE,R1-001,Alicante,Xixona/Jijona,3550,132.0,0.0,i-DE,Congested
38.49218582672534,-0.4778274078879385,i-DE,R1-001,Alicante,Xixona/Jijona,3550,20.0,0.0,i-DE,Congested
38.568525981324896,-0.1100484615700142,i-DE,R1-001,Alicante,Benidorm,3621,132.0,0.0,i-DE,Congested
38.568525981324896,-0.1100484615700142,i-DE,R1-001,Alicante,Benidorm,3621,20.0,0.0,i-DE,Congested
38.568525981324896,-0.1100484615700142,i-DE,R1-001,Alicante,Benidorm,3621,20.0,0.0,i-DE,Congested
38.60886328910234,-0.0832025469672473,i-DE,R1-001,Alicante,la Nucia,3589,132.0,0.0,i-DE,Congested
38.60886328910234,-0.0832025469672473,i-DE,R1-001,Alicante,la Nucia,3589,20.0,0.0,i-DE,Congested
38.59626056008617,-0.1395426408438525,i-DE,R1-001,Alicante,la Nucia,3277,132.0,0.0,i-DE,Congested
38.59626056008617,-0.1395426408438525,i-DE,R1-001,Alicante,la Nucia,3277,20.0,0.0,i-DE,Congested
38.37453300651854,-0.7570064089964048,i-DE,R1-001,Alicante,Novelda,4004,20.0,13.78,i-DE,Sufficient
38.37453300651854,-0.7570064089964048,i-DE,R1-001,Alicante,Novelda,4004,20.0,8.81,i-DE,Sufficient
38.43870463238148,-0.7821048074941267,i-DE,R1-001,Alicante,Petrer,3573,20.0,0.0,i-DE,Congested
38.43870463238148,-0.7821048074941267,i-DE,R1-001,Alicante,Petrer,3573,20.0,0.0,i-DE,Congested
38.43870463238148,-0.7821048074941267,i-DE,R1-001,Alicante,Petrer,3573,66.0,24.65,i-DE,Sufficient
38.35694146820235,-0.5160806766562405,i-DE,R1-001,Alicante,Alacant/Alicante,3553,132.0,0.0,i-DE,Congested
38.35694146820235,-0.5160806766562405,i-DE,R1-001,Alicante,Alacant/Alicante,3553,20.0,0.0,i-DE,Congested
38.35694146820235,-0.5160806766562405,i-DE,R1-001,Alicante,Alacant/Alicante,3553,20.0,0.0,i-DE,Congested
38.35694146820235,-0.5160806766562405,i-DE,R1-001,Alicante,Alacant/Alicante,3553,20.0,0.0,i-DE,Congested
